budget,revenue,popularity,runtime,vote_average,vote_count
30.0,76.669806,23.234651,136.0,7.3,496.0
45.0,94.935764,17.270539,89.0,5.9,299.0
45.0,136.885767,27.684779,89.0,4.7,610.0
45.0,113.916474,26.79781,100.0,5.8,575.0
40.0,244.931766,37.073127,135.0,7.0,1869.0
120.0,363.258859,87.350802,95.0,6.8,2303.0
35.0,74.558115,26.134678,122.0,6.6,741.0
45.0,170.362582,16.582709,110.0,5.5,313.0
45.0,53.854588,10.731574,135.0,5.9,150.0
0.0,0.0,2.094151,111.0,6.2,26.0
45.0,56.070433,8.99269,95.0,5.6,176.0
50.0,104.478416,51.742065,109.0,6.6,1315.0
0.0,0.0,7.157635,93.0,4.3,69.0
45.0,148.412065,12.06538,94.0,6.1,1292.0
40.0,123.49461,44.120328,117.0,6.6,1006.0
45.0,38.399961,6.156015,112.0,6.4,119.0
45.0,0.0,12.362876,111.0,6.1,210.0
45.0,0.0,11.095914,96.0,5.9,134.0
45.0,82.966152,31.856589,131.0,6.2,766.0
25.0,56.422687,24.459948,94.0,6.1,537.0
40.0,160.583018,28.029015,88.0,6.0,852.0
50.0,55.181129,20.239061,88.0,5.5,366.0
40.0,30.92569,25.876582,137.0,6.5,562.0
0.0,0.0,11.872841,133.0,7.1,410.0
35.0,75.225693,20.360549,119.0,6.7,796.0
55.0,65.664721,32.31022,105.0,6.2,661.0
70.0,72.108608,27.568194,101.0,5.4,676.0
45.0,0.0,6.250282,92.0,4.7,100.0
45.0,0.0,11.120344,117.0,5.5,154.0
45.0,57.881056,13.707183,86.0,5.3,244.0
35.0,29.4,12.495436,123.0,6.5,215.0
45.0,38.058335,6.803965,134.0,6.1,151.0
45.0,17.300889,9.025236,100.0,4.7,136.0
57.0,0.0,7.524671,117.0,5.8,60.0
44.0,13.681765,3.770161,192.0,7.1,71.0
45.0,60.222298,21.118196,128.0,6.7,670.0
45.0,11.203026,6.513856,106.0,6.0,154.0
45.0,9.323833,11.387408,160.0,6.3,90.0
0.00011,0.0,9.950505,114.0,6.6,203.0
45.0,42.48739,14.813057,99.0,5.0,332.0
40.0,8.49389,5.201688,85.0,6.3,80.0
45.0,4.607608,5.361699,139.0,6.4,81.0
45.0,2.15454,3.848893,103.0,4.0,11.0
45.0,160.078586,35.6585,101.0,6.0,1007.0
65.0,0.073706,5.258726,87.0,2.3,28.0
44.5,232.324128,62.01056,120.0,7.1,3423.0
44.0,368.87576,54.884297,130.0,7.2,1220.0
40.0,136.0,33.747825,110.0,5.5,858.0
44.0,165.615285,16.245068,147.0,7.3,715.0
44.0,300.400432,38.653969,96.0,6.3,864.0
44.0,0.0,3.937352,118.0,5.5,89.0
2.6,84.3,46.007991,88.0,6.9,1355.0
44.0,3.484331,5.380124,219.0,6.4,55.0
50.0,111.340801,49.020045,106.0,6.4,1528.0
40.0,34.227298,24.821138,109.0,5.6,685.0
43.0,80.049764,19.043286,136.0,7.0,302.0
43.0,0.0,5.418921,103.0,6.0,208.0
45.0,50.871113,25.999888,103.0,6.6,518.0
43.0,68.69677,18.65632,84.0,5.3,280.0
42.0,270.248367,23.736535,154.0,6.6,501.0
44.0,48.190704,21.75433,99.0,6.8,566.0
40.0,51.070807,44.094856,93.0,6.3,1045.0
42.0,201.585328,62.714026,109.0,6.7,4074.0
42.0,363.889678,28.969151,124.0,7.0,1262.0
45.0,224.834564,31.789029,84.0,6.5,1150.0
42.0,171.963386,33.238296,90.0,5.8,773.0
40.0,70.1,6.420434,117.0,5.4,134.0
43.0,158.67418,37.654688,117.0,6.5,1575.0
31.115,71.0,13.244365,248.0,6.7,146.0
0.0,73.100172,26.799913,105.0,6.0,593.0
42.0,63.78181,14.046705,115.0,6.1,184.0
42.0,0.0,3.844926,126.0,6.5,47.0
32.0,55.157539,14.733513,119.0,6.1,305.0
42.0,0.0,16.122168,83.0,5.4,518.0
32.0,156.167015,28.22119,133.0,5.9,541.0
42.0,89.162162,45.151657,100.0,5.6,922.0
60.0,56.35998,15.205371,120.0,5.7,191.0
48.0,20.915465,14.587367,104.0,4.0,232.0
42.0,24.127895,34.828241,122.0,7.0,1335.0
31.0,177.394432,23.607392,99.0,7.2,635.0
40.0,36.893721,19.438503,91.0,5.3,388.0
44.0,12.342632,74.168016,112.0,6.1,2304.0
42.0,11.087569,7.349497,100.0,6.3,136.0
33.0,14.0,7.663515,100.0,6.8,148.0
41.0,215.0,32.798571,110.0,6.8,1626.0
0.0,0.0,5.794466,100.0,5.3,125.0
65.0,117.487473,36.670399,132.0,6.6,907.0
41.0,0.0,14.653718,88.0,5.3,281.0
40.0,672.806292,73.085576,107.0,7.7,3147.0
42.0,46.221189,34.041407,102.0,6.2,925.0
41.0,7.448385,9.419726,100.0,5.6,248.0
8.0,90.815558,28.456572,126.0,6.9,891.0
40.0,251.171807,49.664128,138.0,6.8,2807.0
40.0,317.375031,36.238968,108.0,6.7,1804.0
70.0,177.841558,19.439386,105.0,6.2,278.0
40.0,332.0,43.345252,108.0,7.4,3829.0
40.0,126.546825,115.241998,89.0,6.3,5878.0
40.0,571.006128,98.755657,125.0,5.2,3254.0
38.0,197.011982,21.998734,84.0,4.7,511.0
40.0,152.266007,25.219805,149.0,7.0,509.0
40.0,190.212113,26.516624,98.0,6.0,699.0
40.0,149.295601,37.084384,121.0,7.4,1526.0
40.0,107.458785,21.661028,128.0,6.7,354.0
40.0,320.170008,68.794673,134.0,7.0,1949.0
40.0,224.920315,69.27822,120.0,7.1,3391.0
40.0,177.259441,26.253357,129.0,6.2,959.0
45.0,178.26262,32.549282,83.0,5.3,750.0
40.0,161.834276,24.992057,116.0,5.7,736.0
40.0,244.527583,45.769562,118.0,7.1,2900.0
40.0,111.811453,36.301202,100.0,5.9,944.0
40.0,215.862692,45.022964,128.0,7.1,1056.0
40.0,129.540499,22.853006,123.0,6.6,560.0
40.0,95.020213,31.884559,128.0,6.8,787.0
40.0,128.798265,31.385257,139.0,7.0,767.0
40.0,169.83701,67.767785,110.0,5.4,1127.0
40.0,120.455994,24.287306,120.0,6.7,542.0
35.0,194.564672,53.114573,121.0,7.1,1881.0
40.0,124.827316,25.136082,102.0,6.1,555.0
40.0,75.505856,37.776566,112.0,7.1,732.0
40.0,124.731534,21.743321,152.0,7.2,467.0
40.0,158.73382,66.003433,124.0,7.2,2691.0
40.0,151.161491,24.862767,90.0,6.2,716.0
41.0,91.636986,25.391899,105.0,6.5,515.0
40.0,141.06986,29.854773,114.0,5.7,731.0
40.0,205.405498,26.82041,189.0,7.5,502.0
40.0,138.259062,17.61292,99.0,5.4,371.0
57.0,147.845033,21.021809,123.0,5.8,441.0
20.0,136.267476,52.571674,102.0,6.1,1350.0
40.0,196.781193,34.519636,109.0,6.2,1437.0
40.0,186.167139,32.478077,82.0,5.4,831.0
40.0,165.478348,48.445978,141.0,7.2,2583.0
40.0,91.753202,24.012986,106.0,6.0,457.0
40.0,90.029656,17.869443,109.0,5.9,612.0
50.0,170.12846,14.231899,107.0,5.9,297.0
40.0,54.682547,23.088571,110.0,6.2,511.0
40.0,87.840042,19.833664,96.0,5.0,336.0
35.0,75.395048,26.595983,131.0,7.3,453.0
40.0,85.412898,26.072228,119.0,7.0,902.0
30.0,130.786397,38.643914,113.0,6.5,1265.0
40.0,109.676311,74.440708,130.0,8.0,4391.0
42.0,107.670357,82.185281,108.0,6.1,1536.0
40.0,74.597643,18.14218,89.0,5.7,332.0
40.0,120.17529,41.570047,139.0,7.3,1221.0
40.0,191.185897,23.331459,130.0,6.2,440.0
40.0,126.248813,47.649554,107.0,6.0,1206.0
0.0,0.0,7.519433,116.0,5.8,51.0
40.0,92.913171,32.908414,96.0,6.4,972.0
40.0,114.830111,29.88736,99.0,6.5,670.0
43.0,91.974818,29.105407,104.0,6.4,573.0
0.0,51.854875,16.394452,105.0,6.5,386.0
40.0,84.601681,19.574774,101.0,6.0,394.0
40.0,67.347013,14.199933,134.0,6.8,255.0
40.0,45.916769,12.229516,135.0,6.7,235.0
40.0,141.591324,27.303608,98.0,5.8,629.0
36.0,74.0,3.698276,155.0,6.8,316.0
40.0,0.0,7.021871,106.0,5.8,114.0
40.0,41.797066,39.381913,94.0,4.9,740.0
40.0,0.0,14.398356,95.0,5.4,415.0
65.0,0.0,8.680334,103.0,5.7,135.0
40.0,145.896422,17.659032,96.0,6.2,554.0
40.0,97.55205,43.151268,104.0,6.5,1789.0
40.0,41.863726,15.283444,95.0,5.4,284.0
40.0,97.138686,35.21926,111.0,6.1,902.0
40.0,96.618699,25.580272,123.0,6.1,474.0
38.0,34.416893,10.794175,140.0,6.7,275.0
40.0,126.069509,72.641296,97.0,5.3,1695.0
40.0,36.037909,3.415534,94.0,5.0,40.0
47.0,157.887643,38.555482,92.0,5.9,866.0
0.0,0.0,6.786117,102.0,5.3,140.0
40.0,55.707411,24.313684,122.0,7.0,432.0
30.0,50.451307,9.965073,103.0,5.9,182.0
40.0,0.0,15.055732,102.0,5.5,275.0
0.0,0.0,32.808675,116.0,5.8,1468.0
25.0,48.063435,8.178203,108.0,5.4,138.0
40.0,55.247881,31.066874,129.0,6.9,708.0
40.0,58.78518,22.491388,102.0,6.1,412.0
40.0,46.442528,12.885985,117.0,6.3,186.0
40.0,30.199105,7.832337,117.0,5.6,135.0
40.0,31.67062,10.433667,135.0,6.7,155.0
40.0,0.0,3.321949,107.0,4.9,71.0
75.0,29.0,4.842626,90.0,5.0,45.0
40.0,49.627779,13.210898,96.0,4.6,147.0
40.0,27.053815,3.296933,104.0,5.2,56.0
35.0,0.0,22.939557,115.0,6.4,477.0
40.0,65.754228,19.372805,119.0,6.4,278.0
40.0,62.771059,13.445697,99.0,5.4,205.0
0.5,3.0,17.002096,110.0,7.2,345.0
40.0,24.332324,4.516953,128.0,5.9,81.0
40.0,60.965854,33.785969,108.0,6.5,824.0
40.0,38.1725,16.059443,86.0,6.9,190.0
40.0,22.433915,3.476966,108.0,5.7,92.0
0.0,0.0,5.778724,128.0,5.9,48.0
40.0,46.546197,7.360793,84.0,4.7,119.0
0.0,0.0,3.621837,111.0,6.0,67.0
45.0,20.350754,14.513305,128.0,4.9,256.0
40.0,60.47434,22.364549,123.0,6.5,642.0
40.0,0.0,6.90894,101.0,5.7,81.0
63.6,19.412993,4.494788,102.0,4.8,145.0
42.0,180.274123,47.559928,113.0,7.0,2025.0
55.0,14.375181,2.410546,107.0,4.2,28.0
40.0,46.471023,41.258956,87.0,7.5,1176.0
40.0,16.872671,8.980846,103.0,5.7,124.0
40.0,14.358033,7.222985,99.0,5.7,125.0
10.0,173.921954,73.720244,122.0,7.8,3310.0
0.0,0.0,10.0403,91.0,5.5,185.0
60.0,13.395939,15.219263,103.0,5.6,248.0
40.0,24.719215,8.303696,107.0,6.6,152.0
38.0,28.1211,4.746085,106.0,5.9,54.0
40.0,18.902015,6.756886,101.0,3.2,105.0
40.0,28.169671,16.424807,109.0,5.5,348.0
40.0,19.322135,15.590001,89.0,5.9,482.0
0.0,0.0,5.483671,103.0,6.3,47.0
0.0,0.0,1.630541,115.0,5.2,21.0
45.0,10.667893,14.566664,82.0,4.2,135.0
33.0,20.645327,28.353517,108.0,6.5,774.0
40.0,0.0,9.579975,102.0,6.1,135.0
40.0,10.959475,2.911819,93.0,5.0,28.0
0.0,0.0,10.844882,88.0,4.8,171.0
50.0,32.017803,51.502884,107.0,7.0,1182.0
40.0,22.044277,13.119133,91.0,6.0,373.0
40.0,0.0,4.238482,94.0,5.4,15.0
40.0,13.644292,26.935458,115.0,5.5,392.0
40.0,23.93787,16.282962,93.0,5.1,213.0
20.0,117.760134,31.690456,105.0,6.6,1006.0
20.0,7.563728,17.842246,107.0,6.2,398.0
0.0,0.0,8.048305,101.0,6.6,96.0
30.0,0.0,14.188982,111.0,7.1,275.0
40.0,0.0,6.884467,126.0,6.3,83.0
25.0,0.0,8.212018,112.0,4.3,17.0
39.2,86.758912,64.238688,126.0,6.7,2854.0
25.0,0.0,17.375562,90.0,6.5,313.0
0.0,0.0,6.7698,90.0,5.9,15.0
15.0,94.0,44.690107,102.0,7.3,953.0
40.0,100.0,16.254032,159.0,7.5,135.0
39.0,101.229792,37.492928,107.0,6.7,798.0
0.0,69.48549,18.678415,102.0,5.8,191.0
39.0,35.287788,27.908783,87.0,6.6,932.0
39.0,38.869464,45.388937,119.0,7.4,1264.0
39.0,6.61428,2.817364,106.0,4.5,32.0
39.0,75.850624,22.164202,125.0,5.3,490.0
40.0,44.90726,21.362949,113.0,6.0,433.0
80.341,127.814609,14.8375,150.0,7.1,205.0
30.0,180.622424,18.256028,108.0,6.0,394.0
38.0,205.298907,22.332927,96.0,6.4,972.0
0.0,0.0,5.417787,90.0,5.5,94.0
38.0,119.723358,24.085144,100.0,5.3,521.0
38.0,120.0,14.779041,118.0,6.4,452.0
3.86,64.076736,19.947265,130.0,6.3,273.0
38.0,114.15623,16.801218,120.0,6.7,850.0
40.0,0.0,5.057695,88.0,6.8,19.0
50.0,73.956241,20.825781,146.0,7.2,396.0
38.0,51.801187,11.500783,114.0,6.2,264.0
35.0,0.0,13.932203,123.0,5.7,254.0
38.0,107.597242,41.258487,94.0,5.0,567.0
53.0,29.7,6.454634,102.0,5.6,88.0
38.0,0.0,5.257009,99.0,5.5,40.0
38.0,58.401898,30.359164,133.0,6.3,756.0
38.0,17.380126,3.426555,118.0,5.7,80.0
57.0,16.991902,11.60815,105.0,6.0,190.0
10.0,47.536959,18.664624,110.0,6.9,417.0
38.0,10.3,10.047579,129.0,6.3,86.0
15.0,19.62976,52.731379,109.0,7.8,1588.0
38.0,98.337295,46.630062,119.0,6.2,2035.0
37.0,6.482195,4.131546,118.0,5.8,52.0
0.0,0.0,5.641978,110.0,5.4,19.0
55.0,17.869048,23.465539,90.0,6.2,605.0
32.0,28.25806,25.682509,137.0,7.0,701.0
38.0,5.410749,6.760922,93.0,4.3,75.0
40.0,9.793496,3.87823,130.0,7.1,71.0
38.0,109.906372,57.889964,112.0,5.6,1945.0
37.0,173.567581,57.773583,133.0,7.3,1915.0
37.0,154.026136,24.218358,125.0,7.0,1468.0
40.0,79.7,27.009723,110.0,5.8,594.0
37.0,163.720069,31.941347,96.0,6.5,1222.0
37.0,100.076342,14.353279,96.0,5.6,330.0
38.0,90.247624,33.003828,123.0,7.7,2277.0
37.0,48.451803,30.993736,188.0,7.5,825.0
30.0,55.583804,25.825771,107.0,5.3,511.0
38.0,112.343513,46.078371,110.0,5.9,1201.0
37.0,95.404397,6.63839,113.0,6.7,163.0
37.0,392.616625,127.084938,122.0,5.8,3561.0
36.0,102.24477,27.465433,116.0,7.0,594.0
65.0,117.7585,16.865782,93.0,6.1,352.0
37.0,269.994119,100.348805,110.0,6.8,2972.0
36.5,21.834845,2.785832,115.0,5.3,23.0
36.0,50.159144,9.176339,95.0,6.6,198.0
36.0,160.0,23.380757,134.0,5.8,338.0
36.0,64.572262,33.926473,101.0,6.0,894.0
36.0,52.424533,6.967857,107.0,6.7,96.0
42.0,32.16897,11.470135,124.0,5.4,173.0
36.0,44.350926,19.854932,109.0,5.8,258.0
37.0,26.25002,29.652536,105.0,5.2,692.0
0.0,0.0,8.102925,130.0,6.2,40.0
0.0,0.0,2.79483,127.0,6.3,32.0
37.0,96.047633,11.492474,114.0,5.8,556.0
36.0,12.532777,70.398356,106.0,7.5,1808.0
36.0,3.003296,1.068453,95.0,4.6,14.0
37.0,63.800345,6.293217,81.0,5.2,99.0
0.0,0.0,3.457194,95.0,5.3,71.0
35.0,459.270619,82.21166,100.0,7.2,6173.0
36.0,156.844753,19.167377,105.0,6.5,379.0
33.0,310.940086,18.316151,95.0,6.2,1011.0
35.0,411.348924,44.104469,126.0,7.0,2096.0
0.0,0.0,6.668679,112.0,5.9,27.0
35.0,321.731527,36.172182,118.0,6.4,811.0
29.0,309.208309,25.767395,129.0,7.2,1597.0
35.0,147.93418,21.543389,88.0,5.5,867.0
35.0,117.0,50.309843,98.0,6.5,2277.0
38.0,252.276927,49.292384,110.0,7.2,1668.0
35.0,326.551094,83.893257,109.0,7.0,3088.0
35.0,139.0,24.616634,132.0,6.2,530.0
35.0,173.96501,34.005726,111.0,5.6,1645.0
35.0,182.3,27.714043,128.0,7.0,675.0
35.0,69.823199,45.149948,123.0,6.5,1375.0
35.0,140.795793,72.774941,125.0,5.9,1181.0
35.0,68.915888,3.74263,105.0,5.5,225.0
27.0,231.976425,29.381878,162.0,7.0,542.0
35.0,126.21694,24.860326,138.0,7.7,1310.0
35.0,86.369815,11.041659,100.0,5.8,550.0
35.0,0.0,11.897925,90.0,6.3,177.0
35.0,113.374103,23.607071,108.0,5.5,453.0
1.8,25.504513,38.204158,91.0,7.2,1180.0
33.0,104.155843,25.413955,107.0,6.0,436.0
0.0,0.0,28.98027,132.0,6.3,1018.0
35.0,60.251371,9.525037,123.0,6.8,103.0
34.0,95.608995,18.39217,90.0,6.0,345.0
32.0,52.277485,9.254647,109.0,6.8,141.0
35.0,150.483765,40.526587,109.0,6.5,2237.0
35.0,108.758521,50.179171,91.0,5.6,1462.0
35.0,112.54458,31.957947,125.0,7.3,1226.0
34.0,48.169908,19.822791,202.0,7.2,370.0
35.0,88.058786,38.429648,134.0,5.6,896.0
35.0,92.21931,13.707843,88.0,5.2,210.0
35.0,91.353501,51.927471,92.0,6.2,1428.0
35.0,69.307224,14.503568,91.0,5.2,253.0
0.0,0.0,6.74556,80.0,5.2,242.0
30.0,58.405313,11.120167,98.0,5.8,140.0
35.0,41.954997,40.370442,127.0,7.4,1147.0
33.0,102.984862,40.715623,100.0,6.4,2065.0
10.7,122.2,36.230204,114.0,7.0,794.0
0.0,0.0,23.666229,104.0,6.0,415.0
35.0,85.416905,25.903237,100.0,5.2,613.0
40.0,173.930596,60.231382,109.0,6.7,3417.0
35.0,77.477008,18.38292,106.0,5.7,458.0
35.0,59.901913,14.029012,112.0,5.9,296.0
0.0,0.0,15.913783,95.0,5.1,287.0
35.0,35.323292,6.889633,102.0,6.9,97.0
35.0,99.423521,19.286099,102.0,4.1,325.0
35.0,120.072577,50.587541,150.0,8.0,1864.0
35.0,0.0,3.721272,101.0,6.4,35.0
40.0,68.766121,17.157738,113.0,5.5,677.0
27.0,115.505027,22.636908,104.0,6.7,811.0
35.0,84.60603,28.069419,137.0,6.0,741.0
35.0,72.436439,19.774543,110.0,6.0,485.0
35.0,45.47911,11.644243,101.0,5.4,239.0
35.0,57.120318,27.934978,108.0,5.9,730.0
35.0,32.48341,12.677505,101.0,5.9,238.0
35.0,40.26302,8.737058,112.0,6.3,245.0
35.0,27.10796,12.343507,111.0,6.1,233.0
35.0,36.098382,14.699342,102.0,5.8,325.0
45.0,30.353232,14.513243,101.0,5.1,300.0
35.0,25.105255,5.525544,155.0,6.3,157.0
8.9,4.1,15.079993,93.0,5.6,318.0
35.0,93.246388,23.835055,109.0,6.0,436.0
35.0,0.0,5.926966,140.0,6.1,81.0
30.0,68.369434,25.454549,104.0,5.5,523.0
31.0,27.388767,22.71592,96.0,5.9,437.0
35.0,50.36379,35.120736,123.0,7.0,823.0
35.0,82.087155,19.893646,106.0,5.6,961.0
35.0,19.478106,14.051852,76.0,5.2,235.0
35.0,0.0,9.011729,111.0,6.9,161.0
35.0,25.871834,19.088655,85.0,4.9,379.0
56.0,19.701164,29.490057,109.0,5.7,593.0
35.0,19.294901,11.195593,97.0,5.1,167.0
35.0,31.083599,17.709888,91.0,6.2,832.0
35.0,51.680201,18.262017,87.0,5.4,647.0
35.0,29.882645,10.10364,132.0,6.5,159.0
35.0,46.216641,28.670477,118.0,5.7,1455.0
31.0,41.512007,16.736734,98.0,6.0,293.0
35.0,39.340177,13.668633,92.0,4.6,149.0
30.0,0.0,9.780588,93.0,5.3,191.0
27.0,16.51946,9.904881,117.0,5.8,129.0
35.0,63.215872,9.789027,92.0,6.0,216.0
35.0,0.0,6.81729,115.0,5.7,31.0
35.0,18.317151,10.73522,96.0,6.6,212.0
0.0,0.0,11.1399,111.0,6.4,108.0
35.0,13.678913,6.727949,94.0,5.7,55.0
35.0,27.409889,16.343317,105.0,7.0,322.0
40.0,12.206028,14.818718,101.0,5.3,220.0
32.0,54.674226,43.862456,139.0,6.5,987.0
33.0,0.0,2.706207,91.0,4.7,64.0
35.0,17.508518,27.903999,110.0,5.5,555.0
35.0,11.560806,3.746806,102.0,4.8,91.0
20.5,10.089373,17.112498,102.0,5.6,294.0
35.0,12.506188,10.304172,83.0,4.9,135.0
35.0,61.181942,37.335721,123.0,6.9,1121.0
0.0,0.0,0.912395,103.0,4.7,9.0
35.0,42.064105,16.782471,118.0,6.5,357.0
35.0,4.651977,3.503408,114.0,6.6,53.0
35.0,0.0,9.122828,180.0,7.7,115.0
35.0,0.0,5.419181,121.0,6.6,60.0
35.0,16.83891,9.07278,114.0,6.2,142.0
35.0,0.0,2.864979,173.0,7.4,34.0
35.0,15.0,2.877488,135.0,6.7,25.0
38.0,0.635096,5.516207,138.0,6.6,49.0
0.0,25.147786,13.930763,148.0,7.0,291.0
35.0,10.496317,20.27704,93.0,5.8,307.0
0.0,0.0,0.126738,100.0,0.0,0.0
34.0,348.319861,131.815575,113.0,7.0,5371.0
35.0,14.431253,16.832312,91.0,5.0,320.0
34.0,32.25544,9.133747,139.0,7.0,169.0
35.0,15.30489,24.606012,96.0,6.8,827.0
70.0,11.263966,3.276912,101.0,5.3,29.0
35.0,2.106557,16.830184,96.0,5.1,344.0
41.677699,187.479518,39.58676,100.0,7.5,926.0
34.0,63.013281,41.946523,128.0,7.3,1064.0
75.0,19.598588,20.697556,109.0,5.4,254.0
34.0,0.0,1.656695,114.0,5.3,18.0
35.0,0.0,17.932561,106.0,5.4,240.0
35.0,27.33,15.50957,141.0,6.5,224.0
32.0,40.382659,4.602185,195.0,7.1,67.0
40.0,243.240178,40.379966,138.0,7.1,877.0
50.0,79.958599,12.601306,101.0,5.3,110.0
30.0,173.959438,24.389194,98.0,5.6,506.0
34.0,0.0,12.867326,85.0,6.3,121.0
30.0,64.626786,23.328823,89.0,4.8,469.0
33.0,140.470746,29.775441,99.0,6.7,663.0
33.0,62.022014,19.642328,105.0,5.1,497.0
33.0,0.0,7.339908,96.0,4.9,110.0
33.0,54.700105,35.099611,124.0,6.1,766.0
30.0,27.610873,16.541791,118.0,6.6,238.0
30.0,40.346186,31.92695,94.0,6.3,799.0
33.0,0.0,9.060642,124.0,5.7,116.0
32.35,572.7,46.509071,135.0,7.9,4665.0
30.0,22.211426,21.538222,108.0,5.8,363.0
32.0,113.01929,33.923786,124.0,7.2,813.0
35.0,24.159934,20.908494,98.0,5.3,394.0
32.0,173.398518,16.901954,97.0,6.4,987.0
32.0,152.036382,15.039407,123.0,6.2,323.0
33.0,0.0,13.655735,99.0,5.3,185.0
0.0,60.328,21.620317,101.0,6.7,390.0
32.0,80.197993,14.642055,92.0,5.6,359.0
32.5,288.383523,17.107065,125.0,6.5,1661.0
32.0,126.041322,38.21708,107.0,6.3,2359.0
29.0,50.041732,14.993169,103.0,6.0,242.0
32.0,48.814909,24.147269,129.0,7.0,544.0
32.0,69.055695,18.47242,107.0,6.0,394.0
35.0,21.819348,18.84332,90.0,5.7,414.0
32.0,83.615414,15.901137,107.0,5.3,313.0
32.0,147.332697,59.19888,93.0,7.1,2699.0
32.0,36.733909,14.48851,120.0,6.7,374.0
30.0,77.566815,23.197408,101.0,6.3,1018.0
33.0,9.494789,10.651202,105.0,6.7,232.0
35.0,31.755742,10.032626,113.0,5.6,143.0
0.0,0.0,6.048743,106.0,6.3,67.0
32.0,60.740827,34.628738,96.0,6.9,832.0
32.0,85.167639,47.5612,87.0,6.2,1061.0
32.0,18.55246,16.473355,107.0,6.3,427.0
28.0,30.016165,6.201404,90.0,5.6,104.0
32.0,0.0,15.560918,121.0,6.6,225.0
32.0,18.409891,25.799697,111.0,6.2,620.0
70.0,53.587404,4.822033,90.0,4.0,104.0
32.0,0.0,3.379454,110.0,5.4,44.0
30.0,27.437881,26.9385,100.0,5.3,724.0
32.0,3.566637,4.098444,75.0,7.1,24.0
0.0,0.0,4.901553,132.0,7.2,18.0
32.0,5.914908,5.347936,108.0,5.9,86.0
32.0,0.0,4.120549,93.0,5.0,13.0
31.5,89.460381,49.973462,153.0,8.0,2055.0
32.0,42.045846,13.611544,102.0,6.0,262.0
0.0,106.269971,6.775294,137.0,6.9,113.0
31.5,14.708696,27.891012,113.0,5.7,557.0
31.0,128.499205,13.864975,161.0,7.0,279.0
31.0,161.772375,42.213765,138.0,6.5,2415.0
34.0,210.308099,29.887404,126.0,5.9,541.0
30.0,174.600318,74.417456,99.0,8.0,4519.0
31.0,24.185781,7.06762,101.0,6.4,131.0
31.0,53.20818,15.895661,103.0,6.2,433.0
31.0,68.106245,19.258041,118.0,7.0,462.0
31.0,104.384188,47.753598,99.0,6.2,1195.0
30.25,115.101622,15.585138,105.0,6.4,302.0
45.0,306.776732,32.217425,113.0,6.9,677.0
34.2,234.801895,34.86859,93.0,6.1,875.0
30.0,287.553595,36.432598,108.0,6.0,1344.0
30.0,373.554033,73.640445,81.0,7.7,5269.0
30.0,350.448145,49.526736,116.0,6.8,1783.0
30.0,196.11457,26.780961,104.0,7.0,1293.0
31.0,15.134293,6.487344,105.0,6.0,89.0
30.0,136.706683,25.996219,113.0,7.4,821.0
30.0,199.2,46.212155,134.0,7.2,957.0
25.0,115.922175,32.105328,132.0,7.2,1101.0
20.0,167.72231,41.156217,92.0,6.2,981.0
30.0,191.502426,37.179547,99.0,6.7,848.0
30.0,212.385533,34.391792,90.0,6.1,1099.0
37.0,165.335153,40.176265,115.0,6.5,1023.0
26.0,116.4,10.704596,102.0,6.5,166.0
33.0,327.311859,79.579532,127.0,8.1,5765.0
30.0,210.819611,63.13678,112.0,7.3,3382.0
30.0,140.161792,27.870755,87.0,6.7,574.0
25.0,156.82202,31.242999,138.0,7.6,1422.0
30.0,216.763646,70.456012,132.0,7.7,2439.0
80.0,176.885658,29.415229,103.0,6.4,503.0
29.0,115.603229,55.109138,123.0,7.7,3067.0
30.0,160.259319,30.695228,111.0,6.1,978.0
35.0,155.545279,13.788422,102.0,6.0,449.0
3e-05,0.000103,4.590277,78.0,6.0,100.0
30.0,74.787599,3.845231,132.0,5.9,56.0
30.0,160.638883,26.952727,133.0,7.2,619.0
25.0,163.67,33.704181,109.0,6.7,1205.0
30.0,105.834556,19.925026,125.0,6.7,362.0
35.0,116.980662,43.742241,97.0,6.4,2652.0
30.0,47.042,46.377628,118.0,6.6,4697.0
0.0,0.0,9.166658,87.0,4.9,95.0
30.0,254.13491,34.36645,89.0,6.0,733.0
30.0,114.281051,12.967137,100.0,5.8,284.0
30.0,105.173115,50.670253,111.0,6.4,1172.0
45.0,92.374674,24.694551,109.0,6.7,607.0
30.0,63.833449,11.409124,99.0,5.8,205.0
0.0,0.0,7.922716,114.0,5.8,81.0
30.0,114.663461,33.385429,89.0,5.9,856.0
19.0,69.631118,8.584398,95.0,5.3,214.0
37.0,96.455697,41.569541,98.0,6.3,1204.0
30.0,151.119219,43.753585,94.0,7.4,1990.0
0.0,0.0,18.568021,85.0,5.5,319.0
53.0,83.282296,28.350529,124.0,7.4,1317.0
80.0,118.880016,10.81051,131.0,5.8,196.0
30.0,70.2,19.578249,107.0,5.6,376.0
30.0,0.0,5.73667,99.0,5.7,100.0
30.0,51.132598,28.624038,83.0,6.3,521.0
30.0,152.42796,27.230493,131.0,6.0,506.0
30.0,192.452832,30.380747,85.0,6.8,643.0
30.0,156.835339,29.489274,126.0,6.9,977.0
30.0,93.772522,8.058109,102.0,5.1,123.0
30.0,129.266061,33.369305,123.0,7.4,1049.0
30.0,0.0,16.52083,105.0,6.6,796.0
30.0,45.892212,11.19602,125.0,6.2,243.0
30.0,54.819301,14.585968,92.0,4.9,140.0
